Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04,13.051584224791647,13.597631016115521,12.91040358098089,13.060796737670898,560640000,0.0,0.0
2021-01-05,13.04710135296224,13.389469813350296,13.03440292226786,13.350875854492188,322760000,0.0,0.0
2021-01-06,13.16935698709165,13.191766594805781,12.535415751922324,12.563800811767578,580424000,0.0,0.0
2021-01-07,12.915383021394952,13.323984877289753,12.834709185553201,13.290369987487793,461480000,0.0,0.0
2021-01-08,13.30879652893053,13.36706075733227,12.989584240660953,13.223390579223633,292528000,0.0,0.0
2021-01-11,13.36481712213483,13.904888339693949,13.30879358227213,13.566752433776855,518344000,0.0,0.0
2021-01-12,13.697228086074581,13.699220853511294,13.291366518342056,13.430554389953613,291476000,0.0,0.0
2021-01-13,13.435781431552286,13.570239074194301,13.331203898280512,13.477363586425781,210028000,0.0,0.0
2021-01-14,13.520439774298518,13.545090057040834,13.12752555150125,13.147195816040039,283120000,0.0,0.0
2021-01-15,13.174835229375097,13.271694358141557,12.79686103451609,12.807816505432129,277780000,0.0,0.0
2021-01-19,12.963936740649542,13.0413744649296,12.79237922661994,12.972901344299316,226188000,0.0,0.0
2021-01-20,13.059052877089373,13.376522184971396,13.004274570708622,13.312032699584961,258572000,0.0,0.0
2021-01-21,13.36456988189232,13.942986262976488,13.199735351672873,13.811765670776367,337780000,0.0,0.0
2021-01-22,13.684779271402295,13.786120714632485,13.572482355871044,13.657389640808105,246820000,0.0,0.0
2021-01-25,13.726359807474722,13.7729219839982,13.183301270177894,13.598376274108887,251112000,0.0,0.0
2021-01-26,13.52591884373518,13.589910611709367,13.33369468135409,13.381253242492676,163980000,0.0,0.0
2021-01-27,13.176828497975235,13.179567840926634,12.742332042000513,12.86583423614502,371272000,0.0,0.0
2021-01-28,12.944015254863068,13.286134786684336,12.908408554743174,12.998544692993164,228316000,0.0,0.0
2021-01-29,13.022448269146302,13.281154636734682,12.859605581781828,12.937541007995605,271552000,0.0,0.0
2021-02-01,13.00078621894809,13.217411769157819,12.850890817618872,13.183797836303711,217204000,0.0,0.0
2021-02-02,13.344900937302837,13.517453895988597,13.232105357802928,13.502265930175781,220440000,0.0,0.0
2021-02-03,13.58119621183441,13.875758199731045,13.462177275976654,13.476120948791504,245408000,0.0,0.0
2021-02-04,13.476619285849223,13.618546504869126,13.284146250549627,13.609333992004395,201340000,0.0,0.0
2021-02-05,13.669838214950548,13.682038927768824,13.491307924573183,13.536375999450684,169152000,0.0,0.0
2021-02-08,13.672078622183603,14.415578363671342,13.672078622183603,14.380719184875488,434624000,0.0,0.0
2021-02-09,14.283112900004856,14.524638573331769,14.165338264412211,14.205924987792969,287560000,0.0,0.0
2021-02-10,14.405122263766792,14.84509644211504,14.283861699388261,14.704912185668945,485352000,0.0,0.0
2021-02-11,14.920043907883057,15.21087016144193,14.865015793501902,15.18945598602295,450828000,0.0,0.0
2021-02-12,14.989511461890103,15.22979187160144,14.715616167747536,14.901118278503418,374756000,0.0,0.0
2021-02-16,15.003706913820904,15.310718485509026,14.889915901123095,15.268637657165527,321960000,0.0,0.0
2021-02-17,15.110023656915487,15.162313368757408,14.720595384455311,14.846089363098145,274756000,0.0,0.0
2021-02-18,14.669803078245188,14.813473242529565,14.51642173524086,14.769401550292969,233868000,0.0,0.0
2021-02-19,14.964117061512086,15.11600432241574,14.787081796007755,14.866511344909668,271724000,0.0,0.0
2021-02-22,14.715368455188019,15.072428084036344,14.267426101767738,14.298052787780762,325884000,0.0,0.0
2021-02-23,14.018680862200867,14.181524533940966,13.335686902429352,14.085163116455078,391780000,0.0,0.0
2021-02-24,14.06598916049394,14.448445641095974,13.700712460905951,14.440726280212402,448320000,0.0,0.0
2021-02-25,13.989052774482024,14.316979896128057,13.163136037299058,13.254018783569336,824436000,0.0,0.0
2021-02-26,13.697226388407962,13.798816671905104,13.307300359607096,13.659379959106445,500932000,0.0,0.0
2021-03-01,13.819233771345669,13.869033001931395,13.498777256520254,13.786117553710938,353184000,0.0,0.0
2021-03-02,13.844135500255799,13.864553293096154,13.342161365725818,13.352370262145996,264116000,0.0,0.0
2021-03-03,13.372287481607765,13.397435479736185,12.747309006591404,12.75328540802002,377592000,0.0,0.0
2021-03-04,12.74930459152039,12.922854895038494,12.03518614944551,12.320534706115723,573344000,0.0,0.0
2021-03-05,12.499559425069663,12.499559425069663,11.632308704404133,12.411415100097656,542840000,0.0,0.0
2021-03-08,12.399962837749444,12.421127205316727,11.520013555432708,11.546656608581543,543112000,0.0,0.0
2021-03-09,12.085665759973232,12.570377437106382,12.014926618631605,12.47423267364502,521824000,0.004,0.0
2021-03-10,12.793307713265953,12.932294680154964,12.411715915223251,12.422426223754883,384376000,0.0,0.0
2021-03-11,12.902405394482225,12.998302184299803,12.687697531280483,12.945745468139648,299916000,0.0,0.0
2021-03-12,12.601763379126412,12.841379915385886,12.543727990467413,12.80875015258789,243964000,0.0,0.0
2021-03-15,12.817467955931283,13.158211007285875,12.720326450748013,13.142767906188965,221988000,0.0,0.0
2021-03-16,13.30740788086485,13.462834639963356,13.06853917278474,13.242398262023926,272128000,0.0,0.0
2021-03-17,12.991827836219349,13.403808019028105,12.941762456312304,13.292220115661621,243864000,0.0,0.0
2021-03-18,13.088219157514716,13.13554423645725,12.67026061604295,12.675740242004395,293896000,0.0,0.0
2021-03-19,12.703138366761953,12.874008237088663,12.566143927350314,12.79853630065918,299208000,0.0,0.0
2021-03-22,12.865289755863182,13.34526863218992,12.85931129182006,13.137784004211426,297804000,0.0,0.0
2021-03-23,13.205536681234243,13.29545500368924,12.973393215824773,13.022711753845215,222048000,0.0,0.0
2021-03-24,13.102916077650947,13.110887048313957,12.590307315590085,12.59653377532959,245840000,0.0,0.0
2021-03-25,12.45356156367243,12.668020482645497,12.22689771964549,12.489179611206055,295144000,0.0,0.0
2021-03-26,12.508358356195133,12.80899952364286,12.328023824665465,12.792061805725098,363968000,0.0,0.0
2021-03-29,12.773130700711981,13.0144907889492,12.653322911949298,12.900660514831543,273520000,0.0,0.0
2021-03-30,12.794801380172224,12.927561877681123,12.658304817189459,12.824441909790039,200204000,0.0,0.0
