Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-01,485.3182325372779,489.2500417003434,481.48115369739264,488.0657653808594,10377082,0.0,0.0
2021-01-04,489.81847874700014,493.13448187174697,484.70239330418616,489.9132385253906,13489114,0.0,0.0
2021-01-05,486.9762268066406,489.7237596920977,484.2286939211836,486.9762268066406,10689423,0.0,0.0
2021-01-06,487.9236091217884,503.7929696961602,486.1234974493379,497.6820983886719,30837593,0.0,0.0
2021-01-07,504.02989334643127,525.2995611256854,499.38745941905285,516.583251953125,39444841,0.0,0.0
2021-01-08,520.4202848730529,520.8466302313046,509.05117350615825,511.84613037109375,14538362,0.0,0.0
2021-01-11,513.0303311592168,525.2047669890425,513.0303311592168,518.38330078125,19892197,0.0,0.0
2021-01-12,520.1361000989899,539.0845799947272,516.3463569903287,536.0054321289062,25857074,0.0,0.0
2021-01-13,557.0856514969854,570.0653555129238,537.1897501000664,547.8482666015625,85239439,0.0,0.0
2021-01-14,552.0643425845585,554.0539152176398,540.0794237959536,550.0274047851562,16974338,0.0,0.0
2021-01-15,577.5026717605421,578.5448821457502,562.5807593253976,570.9654541015625,57451072,0.0,0.0
2021-01-18,570.96542793524,571.2970429931497,553.2959832170197,556.0908813476562,21359539,0.0,0.0
2021-01-19,560.0225444355182,566.0386848274346,555.6644200754668,561.1594848632812,11034273,0.0,0.0
2021-01-20,561.1595404046292,570.8232698936204,558.0330275586844,564.80712890625,13333007,0.0,0.0
2021-01-21,568.6916078422114,572.2918315945343,544.2006957702876,550.7852783203125,17380638,0.0,0.0
2021-01-22,553.2012248443149,554.7645109817613,542.6374377725558,546.5219116210938,12662954,0.0,0.0
2021-01-25,548.5588414640448,556.9435951140485,539.6057058259768,550.2168579101562,12503932,0.0,0.0
2021-01-27,549.5062262248904,551.1642425612439,532.7842030213201,540.7899169921875,15567653,0.0,0.0
2021-01-28,536.7161006569705,545.5745063500457,533.1632417814329,540.884765625,15201598,0.0,0.0
